edition,dlnumber,url,filename
"XenApp 7.17 / XenDesktop 7.17, All Editions - Citrix",14344,https://secureportal.citrix.com/udl.asp?DLID=14344&URL=https://downloads.citrix.com/14344/ProfileMgmt-7.17.0.zip,ProfileMgmt-7.17.0.zip
"XenApp 7.17 / XenDesktop 7.17, All Editions - Citrix",14345,https://secureportal.citrix.com/udl.asp?DLID=14345&URL=https://downloads.citrix.com/14345/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
"XenApp 7.17 / XenDesktop 7.17, All Editions - Citrix",12292,https://secureportal.citrix.com/udl.asp?DLID=12292&URL=https://downloads.citrix.com/12292/MMCFormsShim.zip,MMCFormsShim.zip
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13852,https://secureportal.citrix.com/udl.asp?DLID=13852&URL=https://downloads.citrix.com/13852/XenApp_and_XenDesktop_7_16.iso,XenApp_and_XenDesktop_7_16.iso
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13856,https://secureportal.citrix.com/udl.asp?DLID=13856&URL=https://downloads.citrix.com/13856/VDAServerSetup_7.16.exe,VDAServerSetup_7.16.exe
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13857,https://secureportal.citrix.com/udl.asp?DLID=13857&URL=https://downloads.citrix.com/13857/VDAWorkstationSetup_7.16.exe,VDAWorkstationSetup_7.16.exe
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13858,https://secureportal.citrix.com/udl.asp?DLID=13858&URL=https://downloads.citrix.com/13858/VDAWorkstationCoreSetup_7.16.exe,VDAWorkstationCoreSetup_7.16.exe
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",9803,https://secureportal.citrix.com/udl.asp?DLID=9803&URL=https://downloads.citrix.com/9803/Citrix_Licensing_11.14.0.1_BUILD_22103.zip,Citrix_Licensing_11.14.0.1_BUILD_22103.zip
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13859,https://secureportal.citrix.com/udl.asp?DLID=13859&URL=https://downloads.citrix.com/13859/ProfileMgmt-7.16.0.zip,ProfileMgmt-7.16.0.zip
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",13861,https://secureportal.citrix.com/udl.asp?DLID=13861&URL=https://downloads.citrix.com/13861/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
"XenApp 7.16 / XenDesktop 7.16, All Editions - Citrix",12292,https://secureportal.citrix.com/udl.asp?DLID=12292&URL=https://downloads.citrix.com/12292/MMCFormsShim.zip,MMCFormsShim.zip
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13167,https://secureportal.citrix.com/udl.asp?DLID=13167&URL=https://downloads.citrix.com/13167/XenApp_and_XenDesktop_7_14_1.iso,XenApp_and_XenDesktop_7_14_1.iso
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13170,https://secureportal.citrix.com/udl.asp?DLID=13170&URL=https://downloads.citrix.com/13170/VDAServerSetup_7.14.1.exe,VDAServerSetup_7.14.1.exe
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13171,https://secureportal.citrix.com/udl.asp?DLID=13171&URL=https://downloads.citrix.com/13171/VDAWorkstationSetup_7.14.1.exe,VDAWorkstationSetup_7.14.1.exe
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13172,https://secureportal.citrix.com/udl.asp?DLID=13172&URL=https://downloads.citrix.com/13172/VDAWorkstationCoreSetup_7.14.1.exe,VDAWorkstationCoreSetup_7.14.1.exe
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",9803,https://secureportal.citrix.com/udl.asp?DLID=9803&URL=https://downloads.citrix.com/9803/Citrix_Licensing_11.14.0.1_BUILD_20104.zip,Citrix_Licensing_11.14.0.1_BUILD_20104.zip
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13090,https://secureportal.citrix.com/udl.asp?DLID=13090&URL=https://downloads.citrix.com/13090/ProfileMgmt-5.8.0.zip,ProfileMgmt-5.8.0.zip
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",13091,https://secureportal.citrix.com/udl.asp?DLID=13091&URL=https://downloads.citrix.com/13091/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
"XenApp 7.14 / XenDesktop 7.14, All Editions - Citrix",12292,https://secureportal.citrix.com/udl.asp?DLID=12292&URL=https://downloads.citrix.com/12292/MMCFormsShim.zip,MMCFormsShim.zip
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12763,https://secureportal.citrix.com/udl.asp?DLID=12763&URL=https://downloads.citrix.com/12763/XenApp_and_XenDesktop_7_13.iso,XenApp_and_XenDesktop_7_13.iso
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12766,https://secureportal.citrix.com/udl.asp?DLID=12766&URL=https://downloads.citrix.com/12766/VDAServerSetup_7.13.exe,VDAServerSetup_7.13.exe
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12767,https://secureportal.citrix.com/udl.asp?DLID=12767&URL=https://downloads.citrix.com/12767/VDAWorkstationSetup_7.13.exe,VDAWorkstationSetup_7.13.exe
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12768,https://secureportal.citrix.com/udl.asp?DLID=12768&URL=https://downloads.citrix.com/12768/VDAWorkstationCoreSetup_7.13.exe,VDAWorkstationCoreSetup_7.13.exe
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",9803,https://secureportal.citrix.com/udl.asp?DLID=9803&URL=https://downloads.citrix.com/9803/Citrix_Licensing_11.14.0.1_BUILD_19005.zip,Citrix_Licensing_11.14.0.1_BUILD_19005.zip
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12769,https://secureportal.citrix.com/udl.asp?DLID=12769&URL=https://downloads.citrix.com/12769/ProfileMgmt-5.7.0.zip,ProfileMgmt-5.7.0.zip
"XenApp 7.13 / XenDesktop 7.13, All Editions - Citrix",12770,https://secureportal.citrix.com/udl.asp?DLID=12770&URL=https://downloads.citrix.com/12770/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12444,https://secureportal.citrix.com/udl.asp?DLID=12444&URL=https://downloads.citrix.com/12444/XenApp_and_XenDesktop_7_12.iso,XenApp_and_XenDesktop_7_12.iso
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12447,https://secureportal.citrix.com/udl.asp?DLID=12447&URL=https://downloads.citrix.com/12447/VDAServerSetup_7.12.exe,VDAServerSetup_7.12.exe
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12502,https://secureportal.citrix.com/udl.asp?DLID=12502&URL=https://downloads.citrix.com/12502/VDAWorkstationSetup_7.12.exe,VDAWorkstationSetup_7.12.exe
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12448,https://secureportal.citrix.com/udl.asp?DLID=12448&URL=https://downloads.citrix.com/12448/VDAWorkstationCoreSetup_7.12.exe,VDAWorkstationCoreSetup_7.12.exe
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",9803,https://secureportal.citrix.com/udl.asp?DLID=9803&URL=https://downloads.citrix.com/9803/Citrix_Licensing_11.14.0.1_BUILD_18001.zip,Citrix_Licensing_11.14.0.1_BUILD_18001.zip
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12449,https://secureportal.citrix.com/udl.asp?DLID=12449&URL=https://downloads.citrix.com/12449/ProfileMgmt-5.6.0.zip,ProfileMgmt-5.6.0.zip
"XenApp 7.12 / XenDesktop 7.12, All Editions - Citrix",12450,https://secureportal.citrix.com/udl.asp?DLID=12450&URL=https://downloads.citrix.com/12450/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",12279,https://secureportal.citrix.com/udl.asp?DLID=12279&URL=https://downloads.citrix.com/12279/XenApp_and_XenDesktop_7_11.iso,XenApp_and_XenDesktop_7_11.iso
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",12282,https://secureportal.citrix.com/udl.asp?DLID=12282&URL=https://downloads.citrix.com/12282/VDAServerSetup_7.11.exe,VDAServerSetup_7.11.exe
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",12283,https://secureportal.citrix.com/udl.asp?DLID=12283&URL=https://downloads.citrix.com/12283/VDAWorkstationSetup_7.11.exe,VDAWorkstationSetup_7.11.exe
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",9803,https://secureportal.citrix.com/udl.asp?DLID=9803&URL=https://downloads.citrix.com/9803/Citrix_Licensing_11.14.0.1_Build_17005.zip,Citrix_Licensing_11.14.0.1_Build_17005.zip
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",12284,https://secureportal.citrix.com/udl.asp?DLID=12284&URL=https://downloads.citrix.com/12284/Profile_Mgmt-5.5.0.zip,Profile_Mgmt-5.5.0.zip
"XenApp 7.11 / XenDesktop 7.11, All Editions - Citrix",12285,https://secureportal.citrix.com/udl.asp?DLID=12285&URL=https://downloads.citrix.com/12285/CitrixStoreFront-x64.exe,CitrixStoreFront-x64.exe
